HRR_1,HRR_2,HRR_3,HRR_4,HRR_5,HRR_6,HRR_7,HRR_8,HRR_9,HRR_10,HRR_11,HRR_12,HRR_13,HRR_14,HRR_15,HRR_16,HRR_17,HRR_18,HRR_19,HRR_20,HRR_21,HRR_22,HMean_1,HMean_2,HMean_3,HMean_4,HMean_5,HMean_6,HMean_7,HMean_8,HMean_9,HMean_10,HMean_11,HMean_12,HMean_13,HMean_14,HMean_15,HMean_16,HMean_17,HMean_18,HMean_19,HMean_20,HMean_21,HMean_22,HVar_1,HVar_2,HVar_3,HVar_4,HVar_5,HVar_6,HVar_7,HVar_8,HVar_9,HVar_10,HVar_11,HVar_12,HVar_13,HVar_14,HVar_15,HVar_16,HVar_17,HVar_18,HVar_19,HVar_20,HVar_21,HVar_22,HSkew_1,HSkew_2,HSkew_3,HSkew_4,HSkew_5,HSkew_6,HSkew_7,HSkew_8,HSkew_9,HSkew_10,HSkew_11,HSkew_12,HSkew_13,HSkew_14,HSkew_15,HSkew_16,HSkew_17,HSkew_18,HSkew_19,HSkew_20,HSkew_21,HSkew_22,HKurt_1,HKurt_2,HKurt_3,HKurt_4,HKurt_5,HKurt_6,HKurt_7,HKurt_8,HKurt_9,HKurt_10,HKurt_11,HKurt_12,HKurt_13,HKurt_14,HKurt_15,HKurt_16,HKurt_17,HKurt_18,HKurt_19,HKurt_20,HKurt_21,HKurt_22,HEnt_1,HEnt_2,HEnt_3,HEnt_4,HEnt_5,HEnt_6,HEnt_7,HEnt_8,HEnt_9,HEnt_10,HEnt_11,HEnt_12,HEnt_13,HEnt_14,HEnt_15,HEnt_16,HEnt_17,HEnt_18,HEnt_19,HEnt_20,HEnt_21,HEnt_22,HGini_1,HGini_2,HGini_3,HGini_4,HGini_5,HGini_6,HGini_7,HGini_8,HGini_9,HGini_10,HGini_11,HGini_12,HGini_13,HGini_14,HGini_15,HGini_16,HGini_17,HGini_18,HGini_19,HGini_20,HGini_21,HGini_22,HJSD_1,HJSD_2,HJSD_3,HJSD_4,HJSD_5,HJSD_6,HJSD_7,HJSD_8,HJSD_9,HJSD_10,HJSD_11,HJSD_12,HJSD_13,HJSD_14,HJSD_15,HJSD_16,HJSD_17,HJSD_18,HJSD_19,HJSD_20,HJSD_21,HJSD_22,HMedian_1,HMedian_2,HMedian_3,HMedian_4,HMedian_5,HMedian_6,HMedian_7,HMedian_8,HMedian_9,HMedian_10,HMedian_11,HMedian_12,HMedian_13,HMedian_14,HMedian_15,HMedian_16,HMedian_17,HMedian_18,HMedian_19,HMedian_20,HMedian_21,HMedian_22,HIQR_1,HIQR_2,HIQR_3,HIQR_4,HIQR_5,HIQR_6,HIQR_7,HIQR_8,HIQR_9,HIQR_10,HIQR_11,HIQR_12,HIQR_13,HIQR_14,HIQR_15,HIQR_16,HIQR_17,HIQR_18,HIQR_19,HIQR_20,HIQR_21,HIQR_22
5.364418029785156e-07,7.212162017822266e-06,0.0,0.0009765625,0.001341104507446289,0.0001316666603088379,4.827976226806641e-06,0.03352761268615723,0.00021457672119140625,2.8848648071289062e-05,0.009922027587890625,0.012777388095855713,0.0,0.02707695960998535,0.023807525634765625,8.159875869750977e-05,0.0,0.000708162784576416,0.0,0.0018045902252197266,0.00020051002502441406,0.007767736911773682,0.21339109239558288,0.22552999871151777,0.0,0.08425812319608651,0.12736452938951606,0.31574826067175915,0.16600691555267266,0.13131537321407455,0.30452680298127927,0.3934624316548435,0.0528282548567003,0.18572960839184957,0.0,0.07834035243480815,0.04495024849167993,0.26999332174177415,0.0,0.08663669268792705,0.0,0.048739901573221805,0.10317484673214408,0.10478507120258598,0.016039815001946907,0.07822147437829793,0.0,0.08383586851099255,0.060241382616522135,0.12975793457431675,0.020532246959905586,0.2045064364900231,0.48029420625644903,0.558624298201625,0.08236235829624455,0.26640878452988864,0.0,0.06697325904354036,0.03213517893420261,0.22364404391002016,0.0,0.07595299856098336,0.0,0.025520554459448126,0.12228805282161505,0.192831028816146,-0.6657666735180144,0.7155809881192035,0.0,3.5769820843016924,2.6672463734889362,1.172980245247682,-0.2154639560008522,3.6253016629957844,2.2701536732980205,1.7417106198728707,7.006620748743466,2.928530604637052,0.0,4.477725427143142,7.28430588715982,1.4747234869552166,0.0,4.284998960319829,0.0,3.3849437536506235,3.810903498626605,4.626706441608266,1.4999999999999993,1.5745088281227497,0.0,14.020100141157553,10.839060301017188,4.468192839265006,1.0893399753181685,14.385233983180742,6.45531069808216,4.2832053483126495,53.47008053611855,9.912612647032667,0.0,25.722290468751353,65.91212847055739,3.2558921438223103,0.0,23.253332745140533,0.0,12.650261015924727,16.674997730016226,22.9254082092148,1.5849625007211563,1.8059440261260375,0.0,0.7131850049173006,1.4825531558500056,1.875718624902261,1.7512138001489164,0.6956676336413643,1.2366274168593046,1.7393544516260555,0.3977552364566598,0.986749790405008,0.0,0.7142965530190741,0.553220880653759,1.4293367633484306,0.0,0.6551660608774915,0.0,0.7080894761838151,0.85519308745491,0.539807125908024,0.6666666666666667,0.6902479338842975,0.0,0.22130166232988735,0.4369705708952051,0.6323709245816007,0.6697530864197532,0.2227716230761324,0.4110255673656996,0.5373212645939918,0.10260008830760292,0.3072362513347058,0.0,0.19310267856038454,0.1740669950897199,0.5448331214096982,0.0,0.1965762674644267,0.0,0.23745233914477515,0.24621570196848275,0.16164494063613666,0.3534994489616481,0.1815919506468806,0.0,0.09145047965122993,0.06319519929470793,0.23766454092747938,0.2641900062987783,0.019966618730123457,0.09097438634680192,0.1371029915705197,0.028232521460966366,0.016295488903374282,0.0,0.023499072184460353,0.024092829340234618,0.2256843882675251,0.0,0.061606372465093595,0.0,0.05836551288166347,0.09894240785461726,0.03440550965194511,0.2846297062700904,0.07893603127747248,0.0,8.922917213077314e-09,0.0050618214927504734,0.08002528695878512,0.28462967654656934,1.8855032977780833e-08,0.0005501655193340095,0.004416441016435094,7.055967712077245e-14,5.047328441203393e-05,0.0,2.996354592136869e-07,6.980147420637506e-07,0.016779564867224084,0.0,2.405328012660135e-06,0.0,3.7326229244321124e-08,1.0003118832854035e-07,3.912495186409058e-12,0.14231485313504516,0.5898171670410073,0.0,0.0002974419362544498,0.11814635051088626,0.6249131952528816,0.284629676546537,0.0004628286870090662,0.04050133576495082,0.2570359071636545,1.2218141252255896e-06,0.029767186056753093,0.0,0.0023877082805175555,0.0006285250845273029,0.15360438244762586,0.0,0.009833224262548491,0.0,0.0012249465952238014,0.0018346557260268586,6.747175176270026e-05
