0,1,1.05
0.012532833,0.998952405,1.046480488
0.024898041,0.998329328,1.042988454
0.037103011,0.998124771,1.039523591
0.049154967,0.998332985,1.036085619
0.075820612,1.000290506,1.028426551
0.101821199,1.004262905,1.020900786
0.127231078,1.010197548,1.013506615
0.15212142,1.0180471,1.006242929
0.176947476,1.027940028,0.998996227
0.201374946,1.039728298,0.991883698
0.225468652,1.053378942,0.984905907
0.249290954,1.068863697,0.978063929
0.274516543,1.087412506,0.970904106
0.299570181,1.108006858,0.96390378
0.324518983,1.13062998,0.957066156
0.349427885,1.155270293,0.950395066
0.37562748,1.183328618,0.943569521
0.401922076,1.213606648,0.936938755
0.428379532,1.246109521,0.930509543
0.45506609,1.28084789,0.924289489
0.483350992,1.319672172,0.918004323
0.512030556,1.360995529,0.911969015
0.541175624,1.404849926,0.906195554
0.570856135,1.451273361,0.900697151
0.602580018,1.502679065,0.895250949
0.63504427,1.557007566,0.890140412
0.668326325,1.614324126,0.885385627
0.702503608,1.674700896,0.881008611
0.739220233,1.741078987,0.876868503
0.777084474,1.810976782,0.87319623
0.816184796,1.884501012,0.870024694
0.856610773,1.961766564,0.867389936
0.900088096,2.046088522,0.865264398
0.945195055,2.134724986,0.863808338
0.992036264,2.227833361,0.863074816
1.040718823,2.325580904,0.863122029
1.093333916,2.432175522,0.864065568
1.148177714,2.544173059,0.865997622
1.205379276,2.661795488,0.869004272
1.265071869,2.785276997,0.873180146
1.33123184,2.922866063,0.879000108
1.400515207,3.067627123,0.886386889
1.473097176,3.219885258,0.89549098
1.549159924,3.379982116,0.906478594
1.633039687,3.557040565,0.920253832
1.721198871,3.743584128,0.936545022
1.813874781,3.94006843,0.955612695
1.911315194,4.146970236,0.977745721
2.018367974,4.374548343,1.004459254
2.131196896,4.614603771,1.035260975
2.250121069,4.867748889,1.070598995
2.375474082,5.13461999,1.110971618
2.513237993,5.427866748,1.158967431
2.658761867,5.737484558,1.213715402
2.812472407,6.064261842,1.275989311
2.974814637,6.409006774,1.346651233
3.146546096,6.773168012,1.426799856
3.327884231,7.157021506,1.517389845
3.519327605,7.561405235,1.619608586
3.721391468,7.987153025,1.734773842
3.923335206,8.411443207,1.857285928
4.135773167,8.856370507,1.994120667
4.359176983,9.322577292,2.146784544
4.594025372,9.810660476,2.316930511
4.828589206,10.29595574,2.496733121
5.074373146,10.80195285,2.695697666
5.331791034,11.32896456,2.915666262
5.601250338,11.8772034,3.158633616
5.870924256,12.42215489,3.414827549
6.15233995,12.98662101,3.696109543
6.445813314,13.57041075,4.004649922
6.751635666,14.17316292,4.342760875
7.058445732,14.77177333,4.699058319
7.377182922,15.38681061,5.087447052
7.708007408,16.01735035,5.510357632
8.051030684,16.662214,5.970322611
8.396833763,17.30254419,6.456330536
8.754252262,17.95344723,6.982457072
9.12320763,18.61296539,7.551231245
9.503541018,19.27879333,8.165197241
9.891149312,19.94174414,8.820222917
10.28933857,20.60526793,9.524476325
10.69765905,21.265945,10.28026735
11.1155378,21.91991467,11.08975545
11.55261185,22.5781178,11.97636491
11.99805371,23.21960019,12.92317452
12.45076633,23.8386753,13.93160259
12.90946214,24.42914293,15.00258585
13.43312418,25.05353546,16.28855399
13.96004456,25.6224011,17.65440187
14.48737614,26.12471493,19.09828243
15.01190449,26.54899889,20.6168392
15.47024794,26.84955541,22.0170264
15.92088363,27.07172777,23.46700154
16.36088033,27.20750847,24.96089009
16.78712599,27.24926491,26.49159341
17.13232593,27.20639164,27.80046745
17.46345758,27.08821729,29.12382594
17.77843949,26.89143016,30.4554498
18.07516861,26.61331829,31.78859976
18.31886701,26.30059827,32.95412823
18.54544472,25.92274331,34.11010451
18.75349838,25.47936193,35.25119712
18.94166849,24.97060155,36.37196242
19.09984972,24.43106583,37.40616094
19.23809475,23.83498429,38.41266944
19.35541783,23.18390287,39.38690507
19.4509146,22.47983581,40.32441636
19.52278855,21.73762863,41.2070098
19.57203317,20.94930065,42.04598982
19.59805489,20.11803461,42.83775083
19.60037153,19.24737092,43.57901676
19.58133587,18.41748515,44.21198533
19.54184459,17.56093232,44.79803181
19.48178464,16.6810879,45.33548971
19.40113288,15.78145601,45.82301901
19.30887595,14.94005103,46.2262903
19.19938666,14.08784148,46.58596717
19.07284438,13.22770425,46.90175658
18.92949017,12.36250591,47.17361128
18.77857084,11.54140685,47.39064538
18.61315942,10.72069867,47.56883464
18.43360281,9.902693674,47.70871001
18.24028912,9.089625264,47.81097382
18.0412926,8.312440418,47.87476336
17.83032271,7.543681049,47.90530364
17.6078232,6.78508568,47.90361526
17.37426299,6.038283521,47.87082496
17.13692949,5.324611064,47.81025167
16.89006926,4.624826236,47.72261023
16.63416969,3.940110004,47.60916219
16.36973026,3.271528981,47.4712203
16.1051066,2.638297592,47.31502337
15.83337947,2.021971245,47.13825762
15.55502925,1.423222006,46.94221152
15.27053838,0.842621356,46.72818278
14.99501047,0.308266054,46.50937327
14.71479131,-0.208952484,46.27661995
14.43029266,-0.708780218,46.03102328
14.14192215,-1.191035001,45.77366815
13.88117987,-1.607184516,45.53451835
13.61794981,-2.009161632,45.28757032
13.35251153,-2.396967682,45.03355228
13.08513933,-2.770641013,44.773173
12.72926904,-3.242935581,44.42046282
12.37109494,-3.690933817,44.05937108
12.01120167,-4.114978364,43.6913533
11.65015181,-4.515491834,43.31778811
11.20145808,-4.980389943,42.84860298
10.75279618,-5.410920105,42.37518617
10.30508972,-5.808273514,41.89965473
9.859201899,-6.17373789,41.42393297
9.299597834,-6.592083524,40.82519352
8.745661244,-6.964578452,40.23198416
8.19872645,-7.294168673,39.64694595
7.659978635,-7.583827438,39.07230246
6.928003523,-7.925110741,38.29562227
6.216113134,-8.202992032,37.54617251
5.526189058,-8.424866201,36.82662031
4.859686803,-8.597697358,36.13867461
4.342474066,-8.705332542,35.61004458
3.841412544,-8.788675856,35.10247029
3.356758675,-8.85060613,34.6158751
2.888655054,-8.893777684,34.15
2.489035817,-8.918256101,33.75545294
2.102319688,-8.931542446,33.37637853
1.728424761,-8.935052442,33.01236158
1.367226566,-8.930083662,32.66294507
1.030144878,-8.918341794,32.33874703
0.704585993,-8.900764628,32.02725857
0.390349172,-8.878241975,31.7280087
0.087212607,-8.851583305,31.44052136
-0.195913308,-8.822525278,31.1729532
-0.469092761,-8.790880908,30.91553246
-0.732567791,-8.757197838,30.66783714
-0.986589379,-8.721971435,30.42945421
-1.269335661,-8.679825792,30.16445645
-1.540156678,-8.6368246,29.91080827
-1.799467816,-8.593515821,29.66793139
-2.047688645,-8.550381738,29.43527366
-2.352828212,-8.495557713,29.14879751
-2.641043795,-8.442502682,28.87746313
-2.91323003,-8.391869827,28.62028729
-3.170270543,-8.344198398,28.37636221
-3.388449273,-8.304354423,28.16835413
-3.595767475,-8.267495293,27.96977039
-3.792814776,-8.233830149,27.78010745
-3.980165688,-8.2035251,27.59890285
-4.156893253,-8.176920836,27.42718
-4.325158763,-8.15383729,27.26298379
-4.485465818,-8.134340528,27.10597416
-4.638300906,-8.118471748,26.95584172
-4.787263614,-8.106021865,26.80922282
-4.929386405,-8.097381779,26.66922821
-5.065124795,-8.092535166,26.53561751
-5.19491555,-8.091449525,26.40817475
-5.323145059,-8.094225723,26.28283949
-5.445909744,-8.100898763,26.16369087
-5.563621367,-8.111393358,26.05056423
-5.676671794,-8.125623196,25.94331411
-5.789599448,-8.144262966,25.83796283
-5.898283803,-8.166716556,25.73869807
-6.003091297,-8.192860458,25.64541485
-6.104367653,-8.222563174,25.55802266
-6.206667555,-8.257214397,25.47300089
-6.305813047,-8.295429806,25.39424418
-6.402121029,-8.337040373,25.32169365
-6.49588702,-8.381870555,25.25530031
-6.591707608,-8.432101464,25.19229484
-6.685321896,-8.485455585,25.13597258
-6.776990663,-8.54171418,25.08630646
-6.866952619,-8.600652226,25.04327428
-6.959913672,-8.665241604,25.00517291
-7.051446837,-8.732264217,24.97436775
-7.141746999,-8.801440845,24.95084481
-7.230986111,-8.872485302,24.93458868
-7.324004836,-8.949020926,24.92530489
-7.416151338,-9.026956496,24.92404365
-7.507540512,-9.105936303,24.93077518
-7.59826328,-9.185596892,24.94545954
-7.693169459,-9.269828491,24.96946963
-7.787453029,-9.353964165,25.00217398
-7.881130496,-9.437556372,25.04348058
-7.974193557,-9.520150845,25.09327502
-8.071088714,-9.605191618,25.1544603
-8.167197451,-9.688093725,25.22464149
-8.262419685,-9.768318983,25.30359618
-8.356631177,-9.845328889,25.39106416
-8.453162396,-9.921265188,25.49050667
-8.548246524,-9.992565431,25.59841479
-8.641662242,-10.05864513,25.71435847
-8.733168543,-10.11893541,25.83785614
-8.824405461,-10.17397587,25.97126314
-8.91307519,-10.22183734,26.11137112
-8.998861792,-10.26199215,26.25749755
-9.08143997,-10.29395375,26.40890553
-9.161064367,-10.31742383,26.56601101
-9.236739051,-10.3317248,26.72681447
-9.308112386,-10.33651795,26.89040808
-9.374838909,-10.33153294,27.05584528
-9.436865925,-10.31647331,27.22294882
-9.493522366,-10.29121376,27.38989218
-9.544490178,-10.25571337,27.5556294
-9.589475359,-10.21001879,27.71910889
-9.628846805,-10.15316993,27.88212367
-9.661481704,-10.08613332,28.04060074
-9.687160515,-10.0092414,28.19346094
-9.7057064,-9.922919899,28.33966607
-9.717371936,-9.822485835,28.48521905
-9.720888057,-9.712889772,28.62120943
-9.716210659,-9.594928076,28.7466299
-9.703359772,-9.46947916,28.86057752
-9.683019648,-9.340763111,28.95994162
-9.655107857,-9.206769105,29.04697927
-9.619813679,-9.068477378,29.12116136
-9.577381791,-8.9268919,29.18207917
-9.532171609,-8.794258735,29.22625399
-9.481412497,-8.660498018,29.25874792
-9.425408347,-8.526404942,29.27949903
-9.364492811,-8.392755673,29.28852877
-9.301293516,-8.264721278,29.2862109
-9.234193236,-8.138463749,29.27319154
-9.163557621,-8.014607496,29.24968372
-9.089765882,-7.893738727,29.21595685
-9.013290106,-7.776524995,29.17238243
-8.934455278,-7.663346198,29.11929532
-8.853665486,-7.554664758,29.05709884
-8.771325691,-7.45089583,28.98623076
-8.686020756,-7.350334363,28.90535756
-8.599950047,-7.255633777,28.81644688
-8.513535573,-7.167092665,28.72004355
-8.427188826,-7.084960158,28.61670721
-8.337801964,-7.006483724,28.50238049
-8.249360151,-6.935353299,28.38181245
-8.162282262,-6.871702916,28.25565763
-8.076965972,-6.815620566,28.12456766
-7.988840085,-6.764469036,27.98088932
-7.903541141,-6.721891351,27.83315251
-7.821462167,-6.687859511,27.68210595
-7.742964805,-6.662307535,27.5284799
-7.66226066,-6.644064441,27.35977012
-7.586542575,-6.635520082,27.18974823
-7.516153166,-6.636485052,27.01927038
-7.451393293,-6.646743047,26.84916062
-7.385425503,-6.669168694,26.65871002
-7.32727194,-6.702751973,26.47083962
-7.277195847,-6.747110247,26.28660745
-7.235403986,-6.80184425,26.10702443
-7.198909223,-6.874229649,25.91435252
-7.172952563,-6.958310834,25.72988005
-7.157615348,-7.053497455,25.55483653
-7.152912826,-7.159183258,25.39039568
-7.158979749,-7.276673623,25.23533634
-7.175880709,-7.40367924,25.093532
-7.203461574,-7.539484885,24.96608281
-7.241510096,-7.683336726,24.85403515
-7.286179986,-7.824000699,24.76432005
